title,company,rating,review_count,urgently_hiring,snippet,dradis_job,new_job,sponsored,featured_employer,indeed_applyable,source_id,job_location_postal,salary_min,salary_max,company_has_link,job_type_Full-time,job_type_Part-time,job_type_Temporary,job_type_Contract,job_type_Internship,job_type_N/A,relative_time,activity_date,activity_date_na,location_remote,no_postal,remote_work_model,hires_needed_na,hires_needed_exact_na,hires_needed_exact
Sr. Embedded Software Engineer,Marshall Radio,0.0,0,True,"Deliver highly reliable embedded software for Marshall products.
 Embedded software: 2 years (Preferred).
 2+ years of experience writing embedded software in C /",True,True,False,False,True,13772191,84054.0,95000,175000,False,True,False,False,False,False,False,7,-1,True,False,False,0,False,False,2
Cellular IOT Test Engineer III job,"ArcLight Wireless, Inc.",0.0,0,True,The Test Engineer II / III position is intend to be a technical resource within the ArcLight test team that can function independently or within a team working,True,False,True,False,True,904198,98005.0,70000,80000,False,True,False,False,False,False,False,22,8,False,False,False,0,False,False,1
Software Engineer,Technical Source,0.0,0,False,"Technical Source is currently in search of a Software Engineer for our international client working in the Healthcare IT field.
 * 3 Years experience with C#.",True,False,True,False,True,1774648,55317.0,100000,120000,False,True,False,False,False,False,False,9,7,False,True,True,2,False,False,1
Software Engineer IV,CI Software,0.0,0,True,"O 5-10 years of software development experience.
 O Knowledge of software development concepts, practices, and procedures.
 Temporarily due to COVID-19.",True,False,True,False,True,289838,55317.0,140000,145000,False,True,False,False,False,False,False,31,9,False,False,True,1,False,False,1
Senior ASP.Net Developer,Spark Development Network,4.0,4,True,"We offer competitive salaries to qualified applicants.
 Creating innovative solutions to solve the needs of the fastest growing churches.",True,False,True,True,True,5700165,85373.0,70000,120000,True,True,False,False,False,False,False,31,3,False,False,False,1,False,False,1
Embedded RF Signal Processing Engineer,Verus Research,0.0,0,False,"Demonstrated experience working with embedded microprocessors and software-defined radios.
 Design of hardware/firmware/software stacks: 5 years (Preferred).",True,False,True,False,True,10319477,87110.0,100000,150000,False,True,False,False,False,False,False,22,5,False,False,False,0,True,False,1
Junior Software Engineer/Forward Deployed Engineer,HiOperator,2.4,49,False,"As a business process engineer, you will be responsible for building workflows using the HiOperator software.
 Have some familiarity with programming.",False,False,False,False,True,13783209,55317.0,50000,70000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Software Engineer,Indeed,4.3,824,False,"Every week sees the new release of multiple products that meet the needs of job seekers worldwide.
 Design, develop, and maintain pipelines that create search",False,False,True,True,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
Software Engineer (GO 5+ years exp. req.),Kronologic,0.0,0,True,"Experience building scalable software (enterprise).
 Develop and support software including applications, database integration, interfaces, and new functionality",True,False,True,False,True,16123367,78701.0,90000,160000,False,True,False,False,False,False,False,12,3,False,False,False,1,True,False,1
Software Engineer,LeaseTrack,0.0,0,False,"Believer in Lean and Agile values and principles for building software.
 3 years of experience as an engineer with dynamic and/or compiled programming languages.",True,False,True,True,True,6451058,12110.0,65000,125000,False,True,False,False,False,False,False,31,3,False,False,False,0,False,False,3
Software Engineer,Asset Health,0.0,0,False,"Execute full-cycle software development.
 Integrate components into a fully functional software system.
 Position Summary: *This role is responsible for full life",True,False,False,False,True,6577322,48084.0,50000,120000,False,True,False,False,False,False,False,8,3,False,False,False,1,False,False,1
Spark Scala Developer / Apache Hive,Atlantisitgroup,0.0,0,False,"Spark, Scala, RDBMS (Oracle preferred), Mirth.
 Facets and healthcare knowledge BIG plus; Datastage, Talend ETL Knowledge to be available in some of the folks.",True,False,False,False,True,18713557,55317.0,34180,95105,False,False,True,False,True,False,False,31,7,False,False,True,1,False,False,3
Manufacturing/eCommerce Business Seeks Problem Solver with IT & DevOps Exp.,Murphy Door Inc,3.9,7,False,"Maintaining our staff computers and peripheral devices.
 Setting up computers and accounts for new employees.
 Proactively maintaining and improving our internal",True,True,True,False,True,3746513,84401.0,45000,55000,True,True,False,False,False,False,False,7,5,False,False,False,0,True,False,1
Sr Healthcare Software Engineer,"Innovative Healthware Services, Inc.",0.0,0,False,"Code and test programming for software.
 5+ years of experience in Healthcare software development.
 Provide testing, documentation, training, and support for",True,False,True,False,True,15283282,55317.0,100000,140000,False,True,False,False,False,False,False,31,3,False,False,True,2,True,False,1
Lead Software Engineer,Topaz Labs,5.0,1,True,"Self-driven with passion for high quality customer-centric software delivery.
 Our products get used by tens of thousands of paid customers every day, ranging",True,True,True,False,True,404130,75254.0,100000,200000,False,True,False,False,False,False,False,6,3,False,False,False,0,False,False,1
IOT Test Engineer III,"ArcLight Wireless, Inc.",0.0,0,True,The Test Engineer II / III position is intend to be a technical resource within the ArcLight test team that can function independently or within a team working,True,False,True,False,True,904198,75201.0,70000,80000,False,True,False,False,False,False,False,29,4,False,False,False,0,False,False,2
Senior Software Engineer,College Auto Sales of Florida,0.0,0,False,"Troubleshoot, debug and upgrade software.
 Test software to ensure responsiveness and efficiency.
 Work with development teams and product manager to ideate",True,False,True,False,True,1419161,33016.0,105271,126000,False,True,False,False,False,False,False,31,3,False,False,False,0,True,False,1
"Solutions Engineer, Software",Liberty Mutual Insurance,3.6,4540,False,"Collaborate closely with architects, IT stakeholders, product owners, test engineers, and other software engineers to deliver modern quality and architecture",False,False,True,False,False,213,55317.0,128201,167700,True,False,False,False,False,False,True,20,-1,True,True,True,2,True,True,0
Staff Software Engineer - Analytics Tools,Indeed,4.3,824,False,"Provide technical mentorship to other software engineers in your team.
 Experience in providing technical leadership on a team of software engineers.",False,False,True,True,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,31,-1,True,True,True,2,True,True,0
Senior Software Engineer,Power Kiosk,0.0,0,False,"API Development or Integration experience (ex. REST, GraphQL, WebAPI).
 Experience interacting with inter-business members of other teams.",True,False,True,False,True,10238932,60654.0,80000,100000,False,True,False,False,False,False,False,31,3,False,False,False,1,True,False,1
AWS/Python Software Developer,AeroPay,0.0,0,True,"Collaborate with internal teams to fix and improve software.
 In-depth knowledge of modern Web Development with previous experience in software programming.",True,False,True,False,True,10253468,60613.0,60000,90000,False,True,False,False,False,False,False,31,3,False,False,False,1,True,False,1
Full Stack Lead Software Developer,Confidential,0.0,0,False,Established company seeking full stack software developer for buildout of proprietary web based financial software applications.,True,False,True,False,True,5264349,55317.0,100000,140000,False,True,False,False,False,False,False,11,-1,True,False,True,0,False,False,1
Back-End/Fullstack,OpenStore,0.0,0,True,"You like to build and ship.
 You will iterate with customers, designers, and product managers to focus on high impact work.
 You have empathy for customers.",True,False,True,False,True,20168472,33127.0,80000,100000,False,True,False,False,False,False,False,31,6,False,False,False,0,True,False,0
Senior Software Engineer,Underdog.io,0.0,0,True,"They're working on interesting technical challenges and must be respectful of your time to stay active.
 Experience in libraries and frameworks such as React,",True,False,True,False,False,20359943,55317.0,134000,203000,False,True,False,False,False,False,False,27,7,False,True,True,2,True,False,3
API Developer-Contract W2,Panam Consulting,0.0,0,True,"Detect and troubleshoot software issues.
 Provide input on software development projects.
 Write clear quality code for software and applications and perform test",True,False,False,False,True,12251014,55317.0,28917,93578,False,True,False,False,True,False,False,8,3,False,True,True,2,True,False,2
Software Engineer Sr Principal,SAIC,4.0,2829,False,"Travel: Yes, 25 % of the Time.
 Minimum Clearance Required: Public Trust.
 Clearance Level Must Be Able to Obtain: None.",False,False,False,False,False,999,55317.0,125001,150000,True,True,False,False,False,False,False,31,-1,True,False,True,2,True,True,0
Full Stack Software Engineer,Ovation,0.0,0,True,"We have a flexible vacation time policy and we allow for remote working.
 You have experience building modern web applications and are comfortable with: vue.js ",True,False,True,False,True,9214702,84058.0,70000,80000,False,True,False,False,False,False,False,12,3,False,False,False,0,True,False,1
Senior Software Engineer - Hiring Insights (Backend),Indeed,4.3,824,False,"4+ years of experience in software development with at least one of the following languages: Java (preferred), Python, C#, JavaScript.",False,False,True,False,True,15530,55317.0,132000,192000,True,True,False,False,False,False,False,14,-1,True,False,True,2,True,True,0
Senior Software Engineer,"SilverStone Talent, LLC",0.0,0,True,"12+ years of software development experience.
 Leading a software development team: 3 years (Required).
 Must be a leader and have a desire to mentor other",True,False,True,False,True,16902628,55317.0,120000,170000,False,True,False,False,False,False,False,28,-1,True,False,True,1,False,False,5
Senior Full Stack PHP Developer,Rx Marketing Group,0.0,0,True,"Senior Full Stack PHP Developer *.
 RXMG is looking for a talented Senior Full Stack Developer who is well versed in Frontend (VueJS) and Backend (Laravel)",True,False,False,False,True,5061792,55317.0,120000,160000,False,True,False,False,False,False,False,31,2,False,True,True,2,True,False,1
"Solutions Engineer, Software",Liberty Mutual Insurance,3.6,4540,False,"Facilitate collaboration between engineers, product owners, and designers.
 You will also collaborate closely with solutions engineers and architects within GRM",False,False,True,True,False,213,55317.0,153800,200000,True,False,False,False,False,False,True,31,-1,True,True,True,2,True,True,0
Microsoft Server Engineer,Morris Technology Solutions,5.0,1,False,"Install and set up Windows systems and servers.
 Develop servers and provide support to individual users to ensure that the system works reliably and quickly.",False,True,False,False,True,8597733,73102.0,70000,90000,False,False,False,False,False,False,True,2,-1,True,False,False,0,True,True,0
Mid-Level Software Developer / Software Engineer,Kaleida Systems,0.0,0,False,"Kaleida Systems, Inc. is seeking a Mid-Level Software Developer with emphasis on web applications with 3 or more years¡¦ experience.
 Temporarily due to COVID-19.",True,False,True,False,True,7199583,28105.0,70000,100000,False,True,False,False,False,False,False,20,5,False,False,False,1,False,False,2
"Supervisor, Developer III",Duval County Public Schools,3.5,397,False,"Advancedlevelknowledge in software and information lifecycle process.
 Experience: Seven (7) years experience in design and development of software solutions of",False,True,True,False,False,5309961,32207.0,60000,90000,True,True,False,False,False,False,False,2,-1,True,False,False,0,True,True,0
Front End Web Developer,Slalom Consulting,3.7,109,False,"Collaborative problem-solving and software triage skills.
 Experience engineers thrive where business intersects with a culture of engineering.",False,True,False,False,False,488293,80202.0,95000,115000,True,False,False,False,False,False,True,1,-1,True,False,False,0,True,True,0
Senior Software Engineer,Media Partners Corporation,0.0,0,False,"Extensive understanding of software development methodology.
 College degree with courses in software development/engineering.
 SQL client/API (MySQL preferred).",True,False,True,False,True,5350275,55317.0,125000,135000,False,True,False,False,False,False,False,31,2,False,False,True,2,True,False,1
UI Software Engineer - Life Sciences - Remote - $170k,Michael Page,3.5,336,False,"Interacting with all aspects of their instrument and probe design stack.
 UI Development for research and product instruments.",False,False,True,False,False,3315,55317.0,115000,170000,True,False,False,False,False,False,True,21,-1,True,False,True,2,True,True,0
Senior Software Engineer- Lead Scoring & Routing (Backend),Indeed,4.3,824,False,"5+ years of experience in large-scale software development.
 The desire to solve tough problems with quality software at scale.",False,False,True,True,True,15530,55317.0,109000,159000,True,True,False,False,False,False,False,31,-1,True,False,True,0,True,True,0
"Lead, JavaScript Engineer (Overseas Deployment in Cebu City, Philippines)",Therma,3.3,4,False,"As a JavaScript Engineering Lead you will be responsible for creating user-focused experiences, optimizing integrations between Therma and third-party hardware",False,False,False,False,False,3768968,55317.0,140000,160000,True,False,False,False,False,False,True,31,-1,True,False,True,2,True,True,0
Manufacturing/eCommerce Business Seeks Problem Solver with IT & DevOps Exp.,Murphy Door Inc,3.9,7,False,"Maintaining our staff computers and peripheral devices.
 Setting up computers and accounts for new employees.
 Proactively maintaining and improving our internal",True,True,True,True,True,3746513,84401.0,45000,55000,True,True,False,False,False,False,False,7,5,False,False,False,0,True,False,1
Senior Software Engineer,"SilverStone Talent, LLC",0.0,0,True,"12+ years of software development experience.
 Leading a software development team: 3 years (Required).
 Must be a leader and have a desire to mentor other",True,False,True,False,True,16902628,55317.0,120000,170000,False,True,False,False,False,False,False,28,-1,True,False,True,1,False,False,5
Sr. Software Engineer - Java Spring Boot,BlueInGreen Digital,0.0,0,True,"The Sr. Software Engineer will work directly with clients and other team members including Strategy, UI/UX, QA, Project Management and other stakeholders on a",True,False,True,False,True,18092898,55317.0,125000,150000,False,True,False,False,False,False,False,15,-1,True,False,True,2,False,False,1
Full Stack Programmer/PHP Developer,DigiSphere Marketing,4.7,3,True,"Troubleshoot, debug and upgrade software.
 Test software to ensure responsiveness and efficiency.
 Participating in the design and creation of scalable software.",True,True,True,False,True,800535,34241.0,40000,60000,True,True,False,False,False,False,False,7,6,False,False,False,0,False,False,1
Senior iOS Engineer,Rapptr Labs,0.0,0,True,"You¡¦ll work with our Clients, Designers, Product Managers, and other Engineers to create cutting-edge codebases for our clients¡¦ diverse native mobile",True,False,True,False,True,18948110,7302.0,115000,150000,False,True,False,False,False,False,False,31,3,False,False,False,1,False,False,2
Cloud Engineer,Mercury Insurance Group,3.6,339,False,"Methodology, hardware and software acquisition and management policies and any applicable copyright and compliance laws.
 Health club and wellness benefits.",True,True,False,False,True,8233653,92821.0,125000,140000,True,True,False,False,False,False,False,5,3,False,False,False,1,True,False,1
